crystal rawid	A 	 	t_0 	alpha 	beta 
838896303	0.240294	125.202	1.19541	40.6749
838896304	0.242485	123.794	1.16214	40.4863
838896305	0.242259	124.203	1.17219	40.4792
838896306	0.241476	124.143	1.18553	40.3183
838896307	0.241407	124.112	1.17432	40.5701
838896308	0.240817	124.706	1.19145	40.4955
838896309	0.241337	123.462	1.12926	41.2901
838896310	0.242547	124.283	1.14168	40.9367
838896311	0.242194	124.016	1.17298	40.3532
838896312	0.242794	124.254	1.19163	40.0388
838896313	0.240724	124.553	1.18284	40.5988
838896314	0.243406	125.116	1.19085	39.9864
838896315	0.244233	120.609	1.01779	42.2903
838896316	0.243753	123.588	1.17072	39.9968
838896317	0.242428	125.394	1.20269	40.0147
838896318	0.24272	122.252	1.10825	41.2244
838896319	0.243154	125.709	1.10217	40.8964
838896320	0.242911	125.286	1.18784	40.195
838896321	0.241823	124.274	1.16002	40.8495
838896322	0.241476	122.102	1.12186	41.239
838896323	0.241883	124.529	1.19184	40.3076
838896324	0.242419	126.034	1.16305	40.7848
838896325	0.243108	125.296	1.18117	40.3337
838896326	0.243196	123.305	1.16095	40.269
838896327	0.241404	124.524	1.17074	40.7466
838896328	0.241299	124.58	1.17687	40.6593
838896329	0.245372	123.692	1.10816	40.8543
838896330	0.242434	126.084	1.18202	40.4425
838896331	0.244094	124.652	1.15835	40.429
838896332	0.242752	125.249	1.17856	40.4471
838896333	0.243328	124.724	1.16818	40.3736
838896334	0.243814	124.73	1.16782	40.2299
838896335	0.243482	123.866	1.14259	40.5638
838896336	0.242662	124.688	1.16543	40.5501
838896337	0.243346	123.834	1.1415	40.652
838896338	0.243963	123.644	1.17682	39.8989
838896339	0.243021	126.512	1.14905	41.0498
838896340	0.243422	125.753	1.17049	40.3941
838896341	0.241947	124.543	1.13507	41.2712
838896342	0.242668	125.811	1.17822	40.3718
838896343	0.242287	124.961	1.16067	40.7791
838896344	0.24289	126.374	1.14861	40.9727
838896345	0.243784	124.493	1.12149	41.0243
838896346	0.24554	125.028	1.16436	39.9435
838896347	0.243552	124.927	1.13822	40.8449
838896348	0.242236	125.482	1.14476	41.098
838896349	0.243143	126.05	1.1866	40.1922
838896350	0.242654	126.763	1.17985	40.4625
838896351	0.243134	125.388	1.15684	40.719
838896352	0.241626	125.684	1.15695	41.0527
838896353	0.241836	124.913	1.15817	40.8553
838896354	0.24389	125.802	1.17098	40.3011
838896355	0.24233	125.566	1.16622	40.6775
838896356	0.242182	125.066	1.17308	40.5304
838896357	0.242397	124.95	1.17762	40.3953
838896358	0.241848	124.744	1.15881	40.8577
838896359	0.244769	124.723	1.14789	40.3773
838896360	0.2438	126.064	1.16283	40.4186
838896361	0.242744	125.434	1.18814	40.234
838896362	0.243663	124.891	1.18326	40.0704
838896363	0.242889	125.178	1.17921	40.3495
838896364	0.243523	125.226	1.15758	40.4982
838896365	0.243467	125.27	1.15791	40.5294
838896366	0.24166	125.071	1.16785	40.782
838896367	0.243182	125.558	1.17825	40.1074
838896368	0.242143	123.623	1.14456	40.9487
838896370	0.242989	124.948	1.17839	40.2235
838896371	0.241967	127.03	1.21536	40.1187
838896372	0.241525	124.708	1.16351	40.7988
838896373	0.242528	125.682	1.20119	40.1213
838896374	0.242525	125.366	1.14993	40.9556
838896375	0.242704	124.345	1.16503	40.4331
838896376	0.242354	125.621	1.16943	40.6218
838896377	0.242296	125.494	1.20224	40.0351
838896378	0.242837	124.853	1.17871	40.2546
838896379	0.244618	124.896	1.16638	40.0797
838896380	0.242684	124.993	1.17837	40.3158
838896381	0.242974	125.466	1.17334	40.3857
838896382	0.244866	123.383	1.18328	39.5557
838896383	0.242398	125.816	1.21241	39.9505
838896384	0.243103	125.103	1.16739	40.5626
838896385	0.243739	126.427	1.20255	39.9001
838896386	0.242974	124.748	1.17224	40.3691
838896387	0.243046	124.846	1.17883	40.1714
838896388	0.242935	124.319	1.1652	40.4085
838896389	0.243133	125.268	1.14005	40.9475
838896390	0.243055	125.094	1.17317	40.3696
838896391	0.243641	124.655	1.16199	40.3974
838896392	0.242873	125.285	1.19	40.0891
838896393	0.243256	124.259	1.15738	40.4326
838896394	0.244014	124.771	1.13863	40.6569
838896395	0.240919	125.049	1.15701	41.1214
838896396	0.242089	124.868	1.16797	40.6297
838896397	0.242099	124.859	1.15653	40.8633
838896398	0.241944	125.384	1.17933	40.5588
838896399	0.243375	124.641	1.1643	40.3859
838896400	0.242416	124.413	1.15794	40.7204
838896401	0.243227	123.921	1.17169	40.2038
838896402	0.243327	123.258	1.15407	40.3546
838896403	0.243348	123.484	1.1688	40.1113
838896404	0.243118	125.134	1.18375	40.1348
838896405	0.243183	124.362	1.16613	40.3097
838896406	0.242693	124.331	1.15827	40.5943
838896407	0.242934	123.445	1.16155	40.3243
838896408	0.24236	124.104	1.17173	40.3417
838896409	0.24265	124.953	1.16148	40.6773
838896410	0.242394	125.143	1.17921	40.3449
838896411	0.24158	124.245	1.17079	40.6342
838896412	0.241883	124.454	1.1867	40.2963
838896413	0.241053	124.725	1.18291	40.5952
838896414	0.242326	126.06	1.17853	40.5649
838896415	0.242755	125.117	1.17695	40.3643
838896416	0.242205	125.332	1.18731	40.4033
838896417	0.243533	124.564	1.18378	39.9786
838896418	0.24106	125.935	1.20288	40.3763
838896419	0.242283	124.541	1.15255	40.7369
838896420	0.241506	124.935	1.16333	40.8459
838896421	0.241955	124.821	1.1815	40.4009
838896422	0.240641	124.511	1.16471	40.9869
838896423	0.241752	124.063	1.15885	40.7196
838896424	0.241739	124.446	1.12949	41.3354
838896425	0.242736	124.336	1.18963	40.124
838896426	0.242434	124.072	1.16606	40.4973
838896427	0.242569	124.122	1.14477	40.8206
838896428	0.241868	123.736	1.15735	40.7097
838896434	0.242099	124.963	1.16412	40.7
838896435	0.241729	126.725	1.20226	40.3545
838896436	0.243475	124.742	1.17801	40.1084
838896437	0.24202	124.789	1.16652	40.6678
838896438	0.241486	124.593	1.17896	40.6002
838896439	0.241257	125.983	1.17243	40.8406
838896440	0.240982	126.368	1.18239	40.8244
838896441	0.24214	124.408	1.14655	40.879
838896442	0.240774	124.832	1.17868	40.7362
838896443	0.241274	124.145	1.16258	40.8527
838896444	0.243533	125.399	1.17839	40.1282
838896445	0.24167	125.21	1.17379	40.699
838896446	0.242777	124.37	1.16926	40.3571
838896447	0.241925	124.712	1.17304	40.57
838896448	0.243438	123.318	1.15938	40.308
838896449	0.242907	125.365	1.19819	40.0126
838896450	0.241406	124.48	1.17154	40.7458
838896451	0.24086	125.672	1.19414	40.5132
838896452	0.241149	125.169	1.18168	40.5914
838896453	0.24075	124.792	1.19907	40.3487
838896454	0.240988	125.388	1.19398	40.3697
838896455	0.241112	124.46	1.17466	40.7586
838896456	0.241265	124.398	1.20237	40.0602
838896457	0.24052	124.465	1.18494	40.6293
838896458	0.241127	123.807	1.1894	40.3598
838896459	0.242279	125.878	1.17118	40.6634
838896460	0.241878	124.377	1.18804	40.2413
838896461	0.241543	124.271	1.17585	40.5355
838896462	0.241251	125.209	1.21523	40.0746
838896463	0.240878	124.306	1.16194	40.9263
838896464	0.242405	125.062	1.18202	40.3168
838896465	0.240693	125.368	1.17295	40.9881
838896466	0.241114	125.099	1.19885	40.3922
838896467	0.241562	124.911	1.17264	40.6811
838896468	0.240423	124.454	1.1888	40.5684
838896469	0.242544	125.128	1.18363	40.2355
838896470	0.241901	125.369	1.18458	40.4882
838896471	0.241781	124.837	1.17008	40.7006
838896472	0.241287	124.492	1.1838	40.5342
838896473	0.2405	125.44	1.21208	40.3143
838896474	0.240632	125.798	1.18972	40.7178
838896475	0.241152	125.413	1.1744	40.7946
838896476	0.240474	124.911	1.1932	40.5903
838896477	0.241234	125.258	1.18417	40.5206
838896478	0.241577	124.356	1.18634	40.3997
838896479	0.242845	126.236	1.18416	40.3827
838896480	0.242351	126.06	1.17682	40.616
838896481	0.240733	125.846	1.18824	40.7522
838896482	0.242259	125.584	1.20078	40.1243
838896483	0.241946	125.771	1.19828	40.2996
838896484	0.24269	125.721	1.16763	40.634
838896485	0.241924	125.593	1.1789	40.5981
838896486	0.243283	124.999	1.18653	40.0512
838896487	0.241919	124.991	1.17409	40.572
838896488	0.240758	125.514	1.18117	40.7827
838896641	0.242626	126.344	1.18041	40.5489
838896642	0.242066	126.776	1.19104	40.5069
838896643	0.243099	126.482	1.18797	40.3442
838896644	0.244314	126.986	1.18589	40.0864
838896645	0.2435	126.713	1.16878	40.5472
838896646	0.243115	124.674	1.15901	40.556
838896647	0.242725	126.538	1.19801	40.1515
838896648	0.243861	125.631	1.17484	40.2648
838896649	0.243187	126.682	1.17559	40.4863
838896650	0.242851	126.267	1.17042	40.7254
838896651	0.243145	126.041	1.18783	40.2355
838896652	0.243096	126.125	1.16951	40.5832
838896653	0.242854	126.631	1.16432	40.7052
838896654	0.242926	126.563	1.19015	40.3281
838896655	0.243721	126.75	1.17491	40.4341
838896656	0.242751	125.042	1.17766	40.3474
838896657	0.242308	125.926	1.16926	40.721
838896658	0.244326	125.129	1.1607	40.316
838896659	0.244666	125.635	1.17744	40.0565
838896660	0.243511	125.356	1.1523	40.676
838896661	0.242453	126.312	1.16139	40.9245
838896662	0.243043	126.559	1.1631	40.6946
838896663	0.243296	126.064	1.16451	40.6942
838896664	0.242884	126.956	1.15461	41.0672
838896665	0.244298	126.527	1.16337	40.4986
838896666	0.243712	125.977	1.18115	40.2184
838896667	0.242677	126.409	1.18777	40.4056
838896668	0.244232	126.479	1.16357	40.5061
838896669	0.243732	126.135	1.17598	40.2677
838896670	0.243868	127.437	1.16385	40.6192
838896671	0.243266	126.338	1.17867	40.4486
838896672	0.242961	126.847	1.16694	40.784
838896673	0.243539	126.64	1.16638	40.6219
838896674	0.243651	127.072	1.17649	40.469
838896675	0.243797	127.689	1.16628	40.624
838896676	0.241996	126.874	1.16401	40.8542
838896677	0.243558	126.549	1.20071	40.0203
838896678	0.242367	127.411	1.18765	40.523
838896679	0.243085	127.105	1.17028	40.6971
838896680	0.24389	126.695	1.16129	40.6975
838896681	0.242354	124.881	1.11621	41.4836
838896682	0.244157	124.89	1.18453	39.8831
838896683	0.24496	124.776	1.1433	40.4023
838896684	0.243875	126.208	1.19461	39.902
838896685	0.244011	126.972	1.1725	40.4367
838896686	0.242178	125.485	1.14336	41.189
838896687	0.243521	126.342	1.1853	40.2374
838896688	0.244192	125.934	1.18653	40.0433
838896689	0.24429	126.197	1.19295	39.9007
838896690	0.24339	127.199	1.18935	40.292
838896691	0.243357	125.355	1.18766	40.1829
838896692	0.24396	125.288	1.15808	40.4416
838896693	0.243413	126.687	1.18365	40.2449
838896694	0.244126	126.165	1.18455	40.0954
838896695	0.243299	127.416	1.1845	40.4396
838896696	0.244265	125.237	1.15658	40.3801
838896697	0.243165	126.095	1.16785	40.6115
838896698	0.243078	125.611	1.15006	40.8737
838896699	0.243366	126.606	1.17291	40.4767
838896700	0.245091	126.237	1.16891	40.1181
838896701	0.243753	125.25	1.14423	40.7511
838896702	0.245072	125.689	1.16858	40.1559
838896703	0.243991	126.037	1.17707	40.234
838896704	0.244326	126.608	1.16462	40.4505
838896705	0.245525	126.017	1.14469	40.5015
838896706	0.244032	125.345	1.16173	40.4061
838896707	0.242397	126.651	1.18608	40.5675
838896708	0.24378	125.688	1.16554	40.4494
838896709	0.243854	126.359	1.15707	40.6024
838896710	0.244512	126.007	1.15233	40.4783
838896711	0.242883	125.833	1.16242	40.7201
838896712	0.243708	125.991	1.18512	40.1044
838896713	0.243243	126.437	1.19109	40.2341
838896714	0.243723	126.415	1.15334	40.8141
838896715	0.244214	126.814	1.17686	40.2424
838896716	0.243604	125.844	1.17017	40.3893
838896717	0.242599	126.666	1.18876	40.4433
838896718	0.243442	125.847	1.12888	41.2158
838896719	0.244753	126.16	1.15742	40.3873
838896720	0.244722	125.475	1.15882	40.2632
838896721	0.243108	125.728	1.16964	40.4151
838896722	0.244659	124.395	1.15632	40.2929
838896723	0.242705	125.549	1.1522	40.8677
838896724	0.243942	126.074	1.17392	40.3316
838896725	0.244879	126.898	1.16072	40.2941
838896726	0.243859	126.034	1.17901	40.2413
838896727	0.244186	126.234	1.16154	40.4378
838896728	0.243887	126.027	1.17524	40.2315
838896729	0.243946	126.975	1.18263	40.2551
838896730	0.244141	126.939	1.17304	40.338
838896731	0.242676	126.337	1.18608	40.3596
838896732	0.244259	125.524	1.17875	39.9458
838896733	0.24331	126.495	1.18569	40.3278
838896734	0.243863	126.259	1.15052	40.7496
838896735	0.244417	126.532	1.15988	40.5086
838896736	0.242404	125.527	1.15395	40.8887
838896737	0.242597	125.731	1.16692	40.6561
838896738	0.241892	125.74	1.15038	41.1202
838896739	0.242445	126.562	1.19248	40.3956
838896740	0.242915	125.07	1.15997	40.6555
838896741	0.243197	124.902	1.13125	41.0652
838896742	0.244579	125.685	1.17193	40.1928
838896743	0.243637	126.886	1.15879	40.7848
838896744	0.243662	126.783	1.1586	40.7518
838896745	0.244374	126.675	1.16229	40.5549
838896746	0.243316	125.402	1.14883	40.745
838896747	0.243438	125.867	1.17771	40.3241
838896748	0.242745	127.875	1.17235	40.8229
838896749	0.24367	125.699	1.16136	40.5393
838896750	0.244427	128.054	1.18864	40.1598
838896751	0.242164	125.227	1.18756	40.2591
838896752	0.242343	125.943	1.17667	40.4992
838896753	0.24233	124.726	1.14153	41.0736
838896754	0.242191	126.645	1.19557	40.4322
838896755	0.242357	127.395	1.18307	40.6446
838896756	0.242156	125.288	1.17919	40.5075
838896757	0.241871	125.587	1.17896	40.6788
838896758	0.242454	126.76	1.21026	40.0482
838896759	0.242636	125.491	1.18825	40.2231
838896760	0.242143	127.623	1.19933	40.4247
838896761	0.244672	125.186	1.15656	40.2963
838896762	0.245024	125.285	1.16575	40.0647
838896763	0.245532	125.524	1.15753	40.047
838896764	0.243567	127.003	1.16559	40.7038
838896765	0.245178	126.865	1.16135	40.2643
838896766	0.243841	126.011	1.19009	39.9952
838896767	0.244058	125.141	1.14316	40.7532
838896768	0.24409	125.934	1.15331	40.413
838896769	0.244977	125.538	1.17085	40.0629
838896770	0.244588	126.214	1.15443	40.5095
838896771	0.244347	124.808	1.15126	40.3609
838896772	0.243346	126.213	1.18496	40.2718
838896773	0.245206	127.177	1.22292	39.3689
838896774	0.245203	125.444	1.17015	40.004
838896775	0.244955	126.339	1.16976	40.1882
838896776	0.242643	125.155	1.17219	40.515
838896777	0.243547	124.476	1.15847	40.4383
838896778	0.243104	124.922	1.16624	40.455
838896779	0.243206	125.346	1.15863	40.5778
838896780	0.242564	126.665	1.19315	40.352
838896781	0.243788	124.119	1.15252	40.4444
838896782	0.243675	124.374	1.14816	40.6963
838896783	0.243378	125.355	1.19122	40.0572
838896784	0.242858	126.188	1.17919	40.4459
838896785	0.245176	125.416	1.16417	40.1552
838896786	0.242669	125.195	1.17431	40.4135
838896787	0.242414	126.211	1.18209	40.4272
838896788	0.244348	125.448	1.16954	40.2044
838896789	0.241857	126.341	1.1621	41.014
838896790	0.242703	125.98	1.16343	40.7074
838896791	0.243259	124.81	1.1747	40.2408
838896792	0.243025	124.92	1.17278	40.3708
838896793	0.242799	125.6	1.16974	40.455
838896794	0.243754	125.057	1.18602	39.9943
838896795	0.243808	125.167	1.15218	40.5373
838896796	0.24254	126.369	1.17929	40.5355
838896797	0.243145	125.799	1.16831	40.5906
838896798	0.243055	126.188	1.17213	40.564
838896799	0.243717	126.522	1.20306	39.9195
838896800	0.243871	126.667	1.17414	40.2864
838896801	0.243592	125.5	1.19544	40.0011
838896802	0.243677	126.548	1.20734	39.8556
838896803	0.24335	126.464	1.20333	39.9608
838896804	0.243374	127.772	1.20981	40.0607
838896805	0.243937	127.035	1.15281	40.6324
838896806	0.242603	124.338	1.15106	40.7438
838896807	0.24315	124.907	1.19123	39.9415
838896808	0.242311	125.595	1.20085	40.0845
838896809	0.242451	125.767	1.18277	40.3423
838896810	0.241984	126.809	1.19301	40.5203
838896811	0.24192	125.872	1.20639	40.0967
838896812	0.24223	125.588	1.19399	40.2228
838896813	0.242232	126.292	1.18768	40.4301
838896814	0.242612	126.07	1.19079	40.2871
838896815	0.242572	126.469	1.18756	40.4102
838896816	0.241276	126.508	1.18606	40.6795
838896817	0.241123	125.433	1.17895	40.7096
838896819	0.243511	124.669	1.17533	40.1226
838896820	0.242402	126.026	1.16333	40.8729
838896821	0.243612	124.632	1.16825	40.2027
838896822	0.242311	126.205	1.18116	40.519
838896823	0.243402	125.759	1.18627	40.132
838896824	0.242866	126.737	1.20621	39.9994
838896825	0.243395	125.789	1.16494	40.5847
838896826	0.242008	126.671	1.2035	40.2474
838896827	0.242807	126.151	1.18547	40.3599
838896828	0.241205	127.144	1.19465	40.6979
838896829	0.24403	123.268	1.11431	40.8351
838896830	0.243487	124.536	1.15092	40.5875
838896831	0.242036	124.956	1.16187	40.8453
838896832	0.243303	126.173	1.19431	40.0644
838896833	0.24325	125.214	1.15017	40.7315
838896834	0.241987	126.411	1.17571	40.6807
838896835	0.24342	125.771	1.17246	40.4295
838896836	0.24384	123.034	1.10844	41.0499
838896837	0.242993	125.916	1.16653	40.6737
838896838	0.243639	124.508	1.14919	40.5872
838896839	0.243101	126.732	1.2024	40.12
838896840	0.244719	126.187	1.15822	40.3774
838896841	0.244235	124.784	1.13696	40.6517
838896842	0.242935	127.063	1.18491	40.4526
838896843	0.24354	126.881	1.17312	40.4275
838896844	0.244112	126.527	1.15364	40.7054
838896845	0.243155	126.393	1.14817	40.9613
838896846	0.242888	125.416	1.14636	40.9799
838896847	0.243809	125.473	1.16288	40.4087
838896848	0.242748	125.437	1.14822	40.9498
838896849	0.241465	126.137	1.15117	41.3465
838896850	0.243332	127.281	1.18935	40.3362
838896851	0.243333	125.7	1.14838	40.814
838896852	0.242446	126.665	1.15229	41.1088
838896853	0.242832	126.482	1.18498	40.378
838896854	0.243028	127.232	1.16625	40.8372
838896855	0.244215	126.947	1.13375	41.0675
838896856	0.244404	125.325	1.14352	40.6653
838896857	0.244371	125.511	1.15731	40.3405
838896858	0.244497	124.596	1.1183	40.9889
838896859	0.24472	125.83	1.13748	40.6888
838896860	0.244903	126.639	1.16172	40.4024
838896861	0.242685	126.716	1.16384	40.8043
838896862	0.243174	127.08	1.18146	40.4839
838896863	0.243505	126.681	1.16184	40.6888
838896864	0.243304	127.483	1.16712	40.653
838896865	0.243779	127.156	1.15121	40.8294
838896866	0.244329	126.244	1.17079	40.147
838896867	0.242272	127.156	1.18116	40.6524
838896868	0.243526	126.757	1.17296	40.461
838896869	0.243188	126.732	1.16976	40.6273
838896870	0.243941	126.312	1.1492	40.7425
838896871	0.243688	127.132	1.1872	40.2119
838896872	0.244096	125.922	1.18312	40.0387
838896873	0.244905	126.064	1.15811	40.3173
838896874	0.244548	125.817	1.17951	39.9847
838896875	0.244547	126.606	1.16998	40.2964
838896876	0.243023	126.646	1.16148	40.7558
838896877	0.244026	125.395	1.17111	40.1994
838896878	0.24358	125.709	1.16912	40.3626
838896879	0.244168	126.111	1.17633	40.2585
838896880	0.243468	126.25	1.14618	40.9017
838896881	0.243231	126.887	1.18214	40.3312
838896882	0.242602	127.35	1.18913	40.4696
838896883	0.244241	126.548	1.17157	40.2629
838896884	0.242204	127.725	1.19291	40.5586
